BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuaranteed,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
Florida Institute of Pediatric,8765 SW 165 Avenue Suite 105,MIAMI,FL,33193,16996,PIF,145000,72500,6.5,84,2014,6/2/14,6/2/14,0,4/26/21,0,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Karibe Mechanical Service, LLC","13275 SW 136 Street, Bay #22",MIAMI,FL,33186,17000,PIF,25000,12500,5.75,84,2014,5/9/14,5/9/14,0,4/2/21,0,,,,,,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Berkowitz & Huff P.A.,616 SE Dixie Highway,STUART,FL,34994,17007,PIF,147700,73850,6.5,60,2014,4/18/14,4/18/14,0,3/23/19,0,,,,,,,541211,Offices of Certified Public Accountants,7,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Impact Properties IX, L.L.C.",915 S. Falkenburg Road,TAMPA,FL,33619,17009,PIF,3660000,2745000,5.5,300,2014,4/15/14,4/15/14,0,12/5/38,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,25,PLP,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Shri Amba Mataji, Inc.",2317 Jenks Avenue,PANAMA CITY,FL,32401,17012,EXEMPT,2065000,1548750,5.75,300,2014,4/8/14,4/8/14,0,11/28/38,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,9,PLP,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Burke Brands, LLC",503 NE 189th ST,MIAMI,FL,33179,17027,EXEMPT,255000,127500,6,84,2014,2/6/14,2/6/14,0,12/31/20,0,,,,,,,311920,Coffee and Tea Manufacturing,3,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
The Hollywood Birth Center Inc,2316 Hollywood Blvd,HOLLYWOOD,FL,33020,17035,EXEMPT,70000,35000,6.1,84,2014,1/13/14,1/13/14,0,12/7/20,0,,,,,,,621399,Offices of All Other Miscellaneous Health Practitioners,4,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"American Metal Fabricators, In",9040 Belvedere Road,WEST PALM BEACH,FL,33411,17039,EXEMPT,230000,115000,6,60,2014,12/4/13,12/4/13,0,11/8/18,0,,,,,,,238190,"Other Foundation, Structure, and Building Exterior Contractors",25,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Bio NYC, Inc","9115 Strada Place, #5135",NAPLES,FL,34108,17043,EXEMPT,55000,27500,6.1,84,2014,11/14/13,11/14/13,0,10/8/20,0,,,,,,,448120,Women's Clothing Stores,4,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Advanced Excercise Sales Inc.,2480 SE 7th Drive,POMPANO BEACH,FL,33062,17046,PIF,100000,50000,6,84,2014,11/12/13,11/12/13,0,10/6/20,0,,,,,,,336991,"Motorcycle, Bicycle, and Parts Manufacturing",4,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Pride Enterprises LLP,9942 Adamo Drive,TAMPA,FL,33619,17047,PIF,2265000,1698750,5.75,300,2014,11/1/13,11/1/13,0,6/23/38,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,10,PLP,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Red Nails Inc.,7040 Beracasa Way,BOCA RATON,FL,33433,17051,EXEMPT,85000,42500,6.15,72,2014,10/25/13,10/25/13,0,9/24/19,0,,,,,,,812113,Nail Salons,11,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Global Gifts & Novelties, LLC",4535 SW 34 Street,ORLANDO,FL,32811,17054,PIF,275000,137500,4.75,84,2013,9/23/13,9/23/13,0,8/17/20,0,,,,,,,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,28,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Mary Widner Agency, Inc.",2300 Bee Ridge #203,SARASOTA,FL,34239,17058,PIF,127000,63500,5.5,60,2013,9/6/13,9/6/13,0,8/11/18,0,,,,,,,524210,Insurance Agencies and Brokerages,10,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"DSL Enterprises, LLC",1301 NW 89th Court Ste 214,Doral,FL,33172,17068,EXEMPT,4673300,3504975,5.25,300,2013,8/22/13,8/22/13,0,4/13/38,0,,,,,,,493120,Refrigerated Warehousing and Storage,8,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Best Baked Goods, Inc.",841 NW 57th Street,FORT LAUDERDALE,FL,33309,17073,PIF,100000,50000,5.25,84,2013,8/7/13,8/7/13,0,7/1/20,0,,,,,,,311812,Commercial Bakeries,5,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Global Gifts & Novelties, LLC",4535 SW 34 Street,ORLANDO,FL,32811,17079,PIF,75000,37500,5.25,120,2013,7/15/13,7/15/13,0,5/24/23,0,,,,,,,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,20,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Safari Thatch, Inc.",7040 SW 21 Street,FORT LAUDERDALE,FL,33317,17086,EXEMPT,300000,150000,5.5,60,2013,6/13/13,6/13/13,0,5/18/18,0,,,,,,,444190,Other Building Material Dealers,7,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Cricket Management, LLC",6801 Sylvan Woods Drive,SANFORD,FL,32771,17090,PIF,35000,17500,5.8,84,2013,5/28/13,5/28/13,0,4/21/20,0,,,,,,,611699,All Other Miscellaneous Schools and Instruction,34,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Cricket Management, LLC",6801 Sylvan Woods Drive,SANFORD,FL,32771,17091,PIF,150000,75000,5.25,84,2013,5/28/13,5/28/13,0,4/21/20,0,,,,,,,611699,All Other Miscellaneous Schools and Instruction,34,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Stan 711, LLC",11903 Southern Boulevard Suit,WEST PALM BEACH,FL,33411,17094,PIF,326300,163150,5.65,84,2013,5/17/13,5/17/13,0,4/10/20,0,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Rehoboth Hospitality Inc,3464 Avalon Park East Suite A,Orlando,FL,32825,17095,EXEMPT,423000,317250,6,32,2013,5/14/13,5/14/13,0,12/30/15,0,,,,,,,722511,Full-Service Restaurants,9,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Whetsell Lawn Maintenance, LLC",221 SE 6th Avenue,BOYNTON BEACH,FL,33435,17097,EXEMPT,30000,15000,5.25,84,2013,5/10/13,5/10/13,0,4/3/20,0,,,,,,,561730,Landscaping Services,2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Domain Insurance Management, I",13020 Livingston Road,NAPLES,FL,34105,17098,EXEMPT,106500,53250,6.25,84,2013,5/3/13,5/3/13,0,3/27/20,0,,,,,,,524210,Insurance Agencies and Brokerages,1,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
DKW INDUSTRIES INC,3041 NW 23rd Way,Oakland Park,FL,33311,17107,PIF,102000,51000,6,84,2013,4/11/13,4/11/13,0,3/5/20,0,,,,,,,238210,Electrical Contractors,3,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Broward Scrap Metal Corp.,5915 Plunkett Street,HOLLYWOOD,FL,33023,17109,PIF,100000,50000,5.25,84,2013,4/2/13,4/2/13,0,2/25/20,0,,,,,,,423930,Recyclable Material Merchant Wholesalers,6,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Jai Laxmi, LLC",13260 34th St,Clearwater,FL,33762,17110,PIF,2610000,1957500,5.25,300,2013,4/1/13,4/1/13,0,11/21/37,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,8,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Lyons & Lurvey, P.A.",175 SW 7th Street #2009,MIAMI,FL,33130,17115,EXEMPT,300000,150000,6.15,84,2013,3/20/13,3/20/13,0,2/12/20,0,,,,,,,541110,Offices of Lawyers,3,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"ASM Beauty World Academy, Inc.",6423 Stirling Road,DAVIE,FL,33314,17116,EXEMPT,50000,25000,6.65,84,2013,3/1/13,3/1/13,0,1/24/20,0,,,,,,,611511,Cosmetology and Barber Schools,13,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Community Development Imaginat,6460 West Atlantic Blvd,Margate,FL,33063,17117,PIF,781000,585750,6,303,2013,2/25/13,2/25/13,0,1/15/38,0,,,,,,,624410,Child Day Care Services,10,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Sunwest  Pediatrics P.A.,"17150 royal palm blvd, suite",FORT LAUDERDALE,FL,33326,17118,EXEMPT,100000,50000,5,84,2013,2/25/13,2/25/13,0,1/20/20,0,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),1,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Port Everglades Launch Service,804 SE 10th Street,FORT LAUDERDALE,FL,33316,17121,PIF,125000,62500,4.25,60,2013,2/21/13,2/21/13,0,1/26/18,0,,,,,,,488330,Navigational Services to Shipping,0,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Midsouth Painting Inc.,"2077 Powerline Road, Suite 1",POMPANO BEACH,FL,33069,17122,EXEMPT,260000,130000,6,84,2013,2/21/13,2/21/13,0,1/16/20,0,,,,,,,238320,Painting and Wall Covering Contractors,20,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Sunstar Orangepark, Inc.",6099 Youngerman,Duval,FL,32244,17124,EXEMPT,1360000,1020000,5.25,180,2013,2/20/13,2/20/13,0,12/4/27,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,24,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Kleen 1, LLC",1221 Stirling Road 116,DANIA,FL,33004,17126,EXEMPT,25000,12500,6,84,2013,2/11/13,2/11/13,0,1/6/20,0,,,,,,,561720,Janitorial Services,12,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Silly Farm Supplies, Inc.","11860 West State Road 84, B-1",Davie,FL,33325,17130,EXEMPT,100000,50000,7.75,84,2013,2/4/13,2/4/13,0,12/30/19,0,,,,,,,454113,Mail-Order Houses,1,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Protrade International, Inc.",10800 NW 103rd Street Suite 5,MIAMI,FL,33178,17131,EXEMPT,195000,97500,6.65,84,2013,2/1/13,2/1/13,0,12/27/19,0,,,,,,,425120,Wholesale Trade Agents and Brokers,5,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Protrade International, Inc.",10800 NW 103rd Street Suite 5,MIAMI,FL,33178,17132,EXEMPT,100000,50000,7.75,84,2013,2/1/13,2/1/13,0,12/27/19,0,,,,,,,425120,Wholesale Trade Agents and Brokers,5,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Servicios Magna Corp.,7100 SW 4th Street,MIAMI,FL,33144,17140,PIF,150000,135000,6,84,2013,1/18/13,1/18/13,0,12/13/19,0,,,,,,,423130,Tire and Tube Merchant Wholesalers,5,EXPRES EXP,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Best Electric and Air, Inc.",10911 Harmony Park Drive STE,BONITA SPRINGS,FL,34135,17142,PIF,200000,100000,6,84,2013,1/16/13,1/16/13,0,12/11/19,0,,,,,,,238210,Electrical Contractors,2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Doyle Wesson Plumbing, Inc.",4776 Radio Road 703,NAPLES,FL,34104,17143,EXEMPT,20000,10000,6,84,2013,1/14/13,1/14/13,0,12/9/19,0,,,,,,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",20,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Doyle Wesson Plumbing, Inc.",4776 Radio Road 703,NAPLES,FL,34104,17144,EXEMPT,172000,86000,6.15,84,2013,1/11/13,1/11/13,0,12/6/19,0,,,,,,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",20,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"KZ Tax and Accounting, Inc.",8590 Potter Park Drive,SARASOTA,FL,34238,17146,EXEMPT,112500,56250,6.15,84,2013,1/3/13,1/3/13,0,11/28/19,0,,,,,,,541211,Offices of Certified Public Accountants,3,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
8020 Doral LLC,8020 NW 60th St,Miami,FL,33172,17147,PIF,2358000,1768500,5.35,306,2013,12/26/12,12/26/12,0,2/13/38,0,,,,,,,488510,Freight Transportation Arrangement,1,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Door & Operator Supply Corp.,10913 NW 30th Street Suite 1,MIAMI,FL,33172,17148,PIF,40000,20000,6.25,84,2013,12/12/12,12/12/12,0,11/6/19,0,,,,,,,238290,Other Building Equipment Contractors,3,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Marble & Granite Connection, I",20 NE 6th Street,POMPANO BEACH,FL,33060,17151,PIF,100000,50000,4.25,60,2013,12/4/12,12/4/12,0,11/8/17,0,,,,,,,238140,Masonry Contractors,0,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Klein, Mendez & Rothbard, LLC",2875 NE 191st Street #703,MIAMI,FL,33180,17160,PIF,270000,135000,4.25,84,2013,11/27/12,11/27/12,0,10/22/19,0,,,,,,,541211,Offices of Certified Public Accountants,0,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Land Express Transport Service,2400 NW 46th Street,MIAMI,FL,33142,17162,PIF,150000,75000,5.25,84,2013,11/26/12,11/26/12,0,10/21/19,0,,,,,,,541614,"Process, Physical Distribution, and Logistics Consulting Services",7,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Danik Spa, Inc.",11278 Pines Blvd,PEMBROKE PINES,FL,33026,17166,EXEMPT,64000,32000,6,84,2013,11/15/12,11/15/12,0,10/10/19,0,,,,,,,621399,Offices of All Other Miscellaneous Health Practitioners,1,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Lucky Auto Center Inc.,698 W 84 Street,HIALEAH,FL,33014,17167,PIF,50000,25000,6,48,2013,11/7/12,11/7/12,0,10/17/16,0,,,,,,,811111,General Automotive Repair,3,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Casanova Services Group, Corp",8745 SW 182 Terrace,MIAMI,FL,33157,17169,EXEMPT,50000,25000,6.25,84,2013,11/2/12,11/2/12,0,9/27/19,0,,,,,,,238990,All Other Specialty Trade Contractors,2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Seven C?s Linen Service, Inc.",657 Southwest Ninth Terrace,POMPANO BEACH,FL,33069,17170,PIF,100000,50000,6.25,84,2013,10/24/12,10/24/12,0,9/18/19,0,,,,,,,812331,Linen Supply,12,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Little Kingdom Learning Center,700 NW 10 Avenue,Homestead,FL,33030,17171,PIF,1550000,1162500,6,300,2013,10/24/12,10/24/12,0,6/15/37,0,,,,,,,624410,Child Day Care Services,40,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Seven C?s Linen Service, Inc.",657 Southwest Ninth Terrace,POMPANO BEACH,FL,33069,17172,PIF,175000,87500,6.25,48,2013,10/24/12,10/24/12,0,10/3/16,0,,,,,,,812331,Linen Supply,12,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
World Dimension Travel Marketi,2424 SW 137th Ave,MIAMI,FL,33175,17173,EXEMPT,200000,100000,6.25,84,2013,10/23/12,10/23/12,0,9/17/19,0,,,,,,,561510,Travel Agencies,5,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Inna Ozerov, PA","17100 Collins Ave., Suite 112",NORTH MIAMI BEACH,FL,33160,17175,PIF,50000,25000,6,60,2013,10/23/12,10/23/12,0,9/27/17,0,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),3,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Ramsca, Inc.",11346 SW 184th Street,MIAMI,FL,33157,17176,PIF,68000,34000,6,60,2013,10/15/12,10/15/12,0,9/19/17,0,,,,,,,517210,Wireless Telecommunications Carriers (except Satellite),10,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Imperial Investment Corp.,1701 W. 37th Street,HIALEAH,FL,33012,17177,PIF,20000,10000,6,84,2013,10/12/12,10/12/12,0,9/6/19,0,,,,,,,453220,"Gift, Novelty, and Souvenir Stores",5,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"High Tech Striping, Inc.",7776 NW 73rd CT,MIAMI,FL,33166,17178,PIF,65900,32950,5.5,60,2013,10/12/12,10/12/12,0,9/16/17,0,,,,,,,238910,Site Preparation Contractors,40,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Alpha Academic Services, Inc.",9122 Griffin Road,FORT LAUDERDALE,FL,33328,17179,EXEMPT,300000,150000,5.5,84,2013,10/11/12,10/11/12,0,9/5/19,0,,,,,,,561110,Office Administrative Services,100,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Eagle Hauling Services, L.L.C.",28711 South Diesel Drive #5,BONITA SPRINGS,FL,34135,17180,PIF,135000,67500,6.15,84,2013,10/10/12,10/10/12,0,9/4/19,0,,,,,,,562111,Solid Waste Collection,4,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Cellpac Corp.,3600 NW 114 Avenue suite B,MIAMI,FL,33178,17181,PIF,300000,150000,5.5,60,2013,10/10/12,10/10/12,0,9/14/17,0,,,,,,,423840,Industrial Supplies Merchant Wholesalers,12,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Arahull Services, Inc.",449 South Federal Highway Ste,POMPANO BEACH,FL,33062,17182,EXEMPT,150000,75000,5,84,2013,10/10/12,10/10/12,0,9/4/19,0,,,,,,,561740,Carpet and Upholstery Cleaning Services,7,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
GPG Enterprises Inc,25100 bernwood drive,BONITA SPRINGS,FL,34135,17183,PIF,263000,131500,6.15,84,2013,10/9/12,10/9/12,0,9/3/19,0,,,,,,,541940,Veterinary Services,17,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Quantum Medical Supply Inc.,1860 Old Okeechobee Road Suit,WEST PALM BEACH,FL,33409,17184,EXEMPT,65000,32500,6,84,2013,10/4/12,10/4/12,0,8/29/19,0,,,,,,,454390,Other Direct Selling Establishments,7,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Generation Electrical Services,14731 SW 148th Street Circle,MIAMI,FL,33196,17185,EXEMPT,100000,50000,6.25,84,2013,10/3/12,10/3/12,0,8/28/19,0,,,,,,,238210,Electrical Contractors,7,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Ecoplan, Inc.",1515 SE 4th Avenue,FORT LAUDERDALE,FL,33316,17194,EXEMPT,175000,87500,6.15,84,2012,9/21/12,9/21/12,0,8/16/19,0,,,,,,,541320,Landscape Architectural Services,2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Imperial Cleaning Corporation,601 W Oakland Park Blvd 4,Fort Lauderdale,FL,33016,17195,EXEMPT,250000,125000,6.15,84,2012,9/20/12,9/20/12,0,8/15/19,0,,,,,,,561720,Janitorial Services,60,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Fuacata Sports, LLC",7393 sw 45 st,MIAMI,FL,33155,17197,PIF,75000,37500,5.25,84,2012,9/19/12,9/19/12,0,8/14/19,0,,,,,,,451110,Sporting Goods Stores,0,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Kim's Alley Bar, Inc.",1629 NE 6th Street,FORT LAUDERDALE,FL,33304,17199,PIF,100000,50000,6.75,48,2012,9/19/12,9/19/12,0,8/29/16,0,,,,,,,722410,Drinking Places (Alcoholic Beverages),0,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Security Force Enterprises, LL",7570 S. Federal Highway Suit,LAKE WORTH,FL,33462,17200,PIF,100000,50000,5,84,2012,9/12/12,9/12/12,0,8/7/19,0,,,,,,,561621,Security Systems Services (except Locksmiths),8,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Southwest Florida Veterinary S,"28400 Old 41 Road, Suite 1",BONITA SPRINGS,FL,34135,17201,PIF,122500,61250,5.15,84,2012,9/7/12,9/7/12,0,8/2/19,0,,,,,,,541940,Veterinary Services,54,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
The Morrissey Group LLC,1701 82 Ave,Doral,FL,33126,17205,EXEMPT,1084000,813000,6,120,2012,8/28/12,8/28/12,0,7/7/22,0,,,,,,,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesal",7,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Kleen 1, LLC",1221 Stirling RD STE 116,DANIA,FL,33004,17207,EXEMPT,100000,50000,6.65,84,2012,8/22/12,8/22/12,0,7/17/19,0,,,,,,,561720,Janitorial Services,0,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Kleen 1, LLC",1221 Stirling RD STE 116,DANIA,FL,33004,17208,EXEMPT,100000,50000,5.25,84,2012,8/22/12,8/22/12,0,7/17/19,0,,,,,,,561720,Janitorial Services,0,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
